instrument,uuid4,file_path,test_train_val,new_file_path,effect_applied,wet_dry,parameter,parameter_value,split
violin,68832e33-57eb-5ebe-f250-7ee0f089e4de,./Medley-solos-DB/Medley-solos-DB_validation-7_68832e33-57eb-5ebe-f250-7ee0f089e4de.wav,train,reverb\reverb_68832e33-57eb-5ebe-f250-7ee0f089e4de.wav,reverb,0.3063,room_size:low,"{'room_size': 0.3513889672731685, 'damping': 0.4064965924434055, 'mix': 0.3062567025803289}",train
piano,c25aa4fb-4475-57f1-fabb-f80e100ad0de,./Medley-solos-DB/Medley-solos-DB_test-4_c25aa4fb-4475-57f1-fabb-f80e100ad0de.wav,train,reverb\reverb_c25aa4fb-4475-57f1-fabb-f80e100ad0de.wav,reverb,0.3483,room_size:mid,"{'room_size': 0.5165944201343305, 'damping': 0.5360447859884889, 'mix': 0.34832778174781714}",train
piano,896c7841-9ad6-548e-fa2a-49ecf5946802,./Medley-solos-DB/Medley-solos-DB_training-4_896c7841-9ad6-548e-fa2a-49ecf5946802.wav,train,reverb\reverb_896c7841-9ad6-548e-fa2a-49ecf5946802.wav,reverb,0.4699,room_size:high,"{'room_size': 0.7353818075646016, 'damping': 0.5270586148298378, 'mix': 0.4698870666179558}",train
violin,509ecf7b-3f23-5f40-f0f7-d0eeac6a68ad,./Medley-solos-DB/Medley-solos-DB_training-7_509ecf7b-3f23-5f40-f0f7-d0eeac6a68ad.wav,train,reverb\reverb_509ecf7b-3f23-5f40-f0f7-d0eeac6a68ad.wav,reverb,0.4238,room_size:low,"{'room_size': 0.3507112089367811, 'damping': 0.60601083780271, 'mix': 0.4238238172853948}",train
clarinet,47ac0d89-aa4e-528c-fd3c-f9893ed3f0d1,./Medley-solos-DB/Medley-solos-DB_validation-0_47ac0d89-aa4e-528c-fd3c-f9893ed3f0d1.wav,train,reverb\reverb_47ac0d89-aa4e-528c-fd3c-f9893ed3f0d1.wav,reverb,0.4711,room_size:mid,"{'room_size': 0.5244115229157437, 'damping': 0.5818812164405852, 'mix': 0.47109830835811717}",train
clarinet,10c7be75-7dab-5633-f466-402da2b3e5d2,./Medley-solos-DB/Medley-solos-DB_test-0_10c7be75-7dab-5633-f466-402da2b3e5d2.wav,train,reverb\reverb_10c7be75-7dab-5633-f466-402da2b3e5d2.wav,reverb,0.3909,room_size:high,"{'room_size': 0.6881395225631236, 'damping': 0.6256381042708044, 'mix': 0.39089148605973156}",train
piano,947b7ea6-6f7d-5095-f203-1029b4f43823,./Medley-solos-DB/Medley-solos-DB_test-4_947b7ea6-6f7d-5095-f203-1029b4f43823.wav,train,reverb\reverb_947b7ea6-6f7d-5095-f203-1029b4f43823.wav,reverb,0.3723,room_size:low,"{'room_size': 0.4405136681499982, 'damping': 0.6453948600852931, 'mix': 0.37230721572783987}",train
piano,28e0bfdb-87b1-5299-f603-08e2ae4e01be,./Medley-solos-DB/Medley-solos-DB_training-4_28e0bfdb-87b1-5299-f603-08e2ae4e01be.wav,train,reverb\reverb_28e0bfdb-87b1-5299-f603-08e2ae4e01be.wav,reverb,0.4598,room_size:mid,"{'room_size': 0.6219739018730169, 'damping': 0.4455197353485379, 'mix': 0.4598427044482982}",train
female singer,4df07bc9-3a38-5bcc-ff38-d459e5bb0687,./Medley-solos-DB/Medley-solos-DB_test-2_4df07bc9-3a38-5bcc-ff38-d459e5bb0687.wav,train,reverb\reverb_4df07bc9-3a38-5bcc-ff38-d459e5bb0687.wav,reverb,0.3828,room_size:high,"{'room_size': 0.7401100878293965, 'damping': 0.4149067085676204, 'mix': 0.3828052187578473}",train
clarinet,ab835a82-1c7b-5898-fc6f-f943cae3942f,./Medley-solos-DB/Medley-solos-DB_test-0_ab835a82-1c7b-5898-fc6f-f943cae3942f.wav,train,reverb\reverb_ab835a82-1c7b-5898-fc6f-f943cae3942f.wav,reverb,0.3060,room_size:low,"{'room_size': 0.39764534515453426, 'damping': 0.37343251792410914, 'mix': 0.3059669540199395}",train
piano,4bef1569-54c2-50fa-fc2a-87752751e85c,./Medley-solos-DB/Medley-solos-DB_training-4_4bef1569-54c2-50fa-fc2a-87752751e85c.wav,train,reverb\reverb_4bef1569-54c2-50fa-fc2a-87752751e85c.wav,reverb,0.3331,room_size:mid,"{'room_size': 0.5519717983110771, 'damping': 0.35571024434524595, 'mix': 0.333097551516355}",train
flute,a89f3b01-d22f-59dc-f4b5-61a552f3aaa3,./Medley-solos-DB/Medley-solos-DB_test-3_a89f3b01-d22f-59dc-f4b5-61a552f3aaa3.wav,train,reverb\reverb_a89f3b01-d22f-59dc-f4b5-61a552f3aaa3.wav,reverb,0.4477,room_size:high,"{'room_size': 0.7587774981276304, 'damping': 0.5624273707050764, 'mix': 0.44771607729147656}",train
violin,2b3bb7de-bd62-5c14-f8c2-cea0cecddcde,./Medley-solos-DB/Medley-solos-DB_training-7_2b3bb7de-bd62-5c14-f8c2-cea0cecddcde.wav,train,reverb\reverb_2b3bb7de-bd62-5c14-f8c2-cea0cecddcde.wav,reverb,0.4188,room_size:low,"{'room_size': 0.3975729756694968, 'damping': 0.6170058371353087, 'mix': 0.4187661096056895}",train
piano,3746d540-6c6c-5e84-fa2f-3470e9634f34,./Medley-solos-DB/Medley-solos-DB_test-4_3746d540-6c6c-5e84-fa2f-3470e9634f34.wav,train,reverb\reverb_3746d540-6c6c-5e84-fa2f-3470e9634f34.wav,reverb,0.4386,room_size:mid,"{'room_size': 0.518903951261994, 'damping': 0.3931155984366602, 'mix': 0.4386190853859403}",train
female singer,a7c100b1-8479-52f6-fe77-72a4f9f61532,./Medley-solos-DB/Medley-solos-DB_validation-2_a7c100b1-8479-52f6-fe77-72a4f9f61532.wav,train,reverb\reverb_a7c100b1-8479-52f6-fe77-72a4f9f61532.wav,reverb,0.4984,room_size:high,"{'room_size': 0.6759415904663117, 'damping': 0.502187810474613, 'mix': 0.49835489518574216}",train
flute,4c99b157-780e-5ce6-f7b1-ded950344ed8,./Medley-solos-DB/Medley-solos-DB_test-3_4c99b157-780e-5ce6-f7b1-ded950344ed8.wav,train,reverb\reverb_4c99b157-780e-5ce6-f7b1-ded950344ed8.wav,reverb,0.4986,room_size:low,"{'room_size': 0.3506011407100009, 'damping': 0.35497394056926707, 'mix': 0.4986169163861013}",train
flute,584f4bae-e9fb-5ca1-ff6d-1e20fa248d67,./Medley-solos-DB/Medley-solos-DB_training-3_584f4bae-e9fb-5ca1-ff6d-1e20fa248d67.wav,train,reverb\reverb_584f4bae-e9fb-5ca1-ff6d-1e20fa248d67.wav,reverb,0.4795,room_size:mid,"{'room_size': 0.5876958251201249, 'damping': 0.38807299265555395, 'mix': 0.4794604399508187}",train
violin,5b7460ba-29fd-503e-f084-f37460928e85,./Medley-solos-DB/Medley-solos-DB_training-7_5b7460ba-29fd-503e-f084-f37460928e85.wav,train,reverb\reverb_5b7460ba-29fd-503e-f084-f37460928e85.wav,reverb,0.4244,room_size:high,"{'room_size': 0.7820570450191539, 'damping': 0.5108601239334125, 'mix': 0.4243584059721513}",train
flute,a9cb6bee-a326-5522-fbb0-68ae347aed86,./Medley-solos-DB/Medley-solos-DB_test-3_a9cb6bee-a326-5522-fbb0-68ae347aed86.wav,train,reverb\reverb_a9cb6bee-a326-5522-fbb0-68ae347aed86.wav,reverb,0.4189,room_size:low,"{'room_size': 0.39097807872513146, 'damping': 0.36515590891160155, 'mix': 0.41891352177817287}",train
clarinet,fcf367ce-472d-5da4-fabe-1263084137c1,./Medley-solos-DB/Medley-solos-DB_test-0_fcf367ce-472d-5da4-fabe-1263084137c1.wav,train,reverb\reverb_fcf367ce-472d-5da4-fabe-1263084137c1.wav,reverb,0.4672,room_size:mid,"{'room_size': 0.5442132789804145, 'damping': 0.5490863139981056, 'mix': 0.46724903536852025}",train
piano,a68e6257-115a-5d06-fc00-3e4c0f0f4b78,./Medley-solos-DB/Medley-solos-DB_validation-4_a68e6257-115a-5d06-fc00-3e4c0f0f4b78.wav,train,reverb\reverb_a68e6257-115a-5d06-fc00-3e4c0f0f4b78.wav,reverb,0.3463,room_size:high,"{'room_size': 0.6527240815871547, 'damping': 0.5287141324057182, 'mix': 0.34625610793737044}",train
piano,874887dc-eda8-575f-f6ed-73f7e32f150e,./Medley-solos-DB/Medley-solos-DB_validation-4_874887dc-eda8-575f-f6ed-73f7e32f150e.wav,train,reverb\reverb_874887dc-eda8-575f-f6ed-73f7e32f150e.wav,reverb,0.4222,room_size:low,"{'room_size': 0.4810832746855702, 'damping': 0.42609935196854853, 'mix': 0.4221540266470837}",train
trumpet,f870686d-d9d4-5057-fcdd-2630fb3cf70c,./Medley-solos-DB/Medley-solos-DB_validation-6_f870686d-d9d4-5057-fcdd-2630fb3cf70c.wav,train,reverb\reverb_f870686d-d9d4-5057-fcdd-2630fb3cf70c.wav,reverb,0.4355,room_size:mid,"{'room_size': 0.5830311260134418, 'damping': 0.4688499500177747, 'mix': 0.4355241527199588}",train
piano,b732fbbd-597f-5924-f7f3-1a6ac1016add,./Medley-solos-DB/Medley-solos-DB_training-4_b732fbbd-597f-5924-f7f3-1a6ac1016add.wav,train,reverb\reverb_b732fbbd-597f-5924-f7f3-1a6ac1016add.wav,reverb,0.4517,room_size:high,"{'room_size': 0.7588654452073151, 'damping': 0.5200813385958161, 'mix': 0.4516844474369508}",train
female singer,7715a4a1-2b4b-53e6-f6d2-663a546fc621,./Medley-solos-DB/Medley-solos-DB_validation-2_7715a4a1-2b4b-53e6-f6d2-663a546fc621.wav,train,reverb\reverb_7715a4a1-2b4b-53e6-f6d2-663a546fc621.wav,reverb,0.4029,room_size:low,"{'room_size': 0.4975125613989406, 'damping': 0.4757817163702415, 'mix': 0.4029166103771062}",train
piano,c34fa47d-900a-500e-ffea-5adf28414e8b,./Medley-solos-DB/Medley-solos-DB_training-4_c34fa47d-900a-500e-ffea-5adf28414e8b.wav,train,reverb\reverb_c34fa47d-900a-500e-ffea-5adf28414e8b.wav,reverb,0.4040,room_size:mid,"{'room_size': 0.501870481691182, 'damping': 0.5888085668931136, 'mix': 0.40404601340919877}",train
clarinet,646717dd-a5b3-51cd-f07f-ec337f30c7dc,./Medley-solos-DB/Medley-solos-DB_validation-0_646717dd-a5b3-51cd-f07f-ec337f30c7dc.wav,train,reverb\reverb_646717dd-a5b3-51cd-f07f-ec337f30c7dc.wav,reverb,0.4779,room_size:high,"{'room_size': 0.7111942145540848, 'damping': 0.37822158892681873, 'mix': 0.4779312843350795}",train
piano,34cdefc5-c1af-5ad6-f744-c7632ac4a88a,./Medley-solos-DB/Medley-solos-DB_training-4_34cdefc5-c1af-5ad6-f744-c7632ac4a88a.wav,train,reverb\reverb_34cdefc5-c1af-5ad6-f744-c7632ac4a88a.wav,reverb,0.3299,room_size:low,"{'room_size': 0.40925108600608345, 'damping': 0.5547744794627661, 'mix': 0.32987483127363015}",train
violin,847dadf0-39c4-5bd5-fb7c-6dfe9969b4f3,./Medley-solos-DB/Medley-solos-DB_validation-7_847dadf0-39c4-5bd5-fb7c-6dfe9969b4f3.wav,train,reverb\reverb_847dadf0-39c4-5bd5-fb7c-6dfe9969b4f3.wav,reverb,0.3399,room_size:mid,"{'room_size': 0.6442324444311549, 'damping': 0.40353252854654925, 'mix': 0.3399083985798981}",train
piano,31593feb-baf9-550f-f8fb-bfb803aae39c,./Medley-solos-DB/Medley-solos-DB_test-4_31593feb-baf9-550f-f8fb-bfb803aae39c.wav,train,reverb\reverb_31593feb-baf9-550f-f8fb-bfb803aae39c.wav,reverb,0.3424,room_size:high,"{'room_size': 0.7788474290836571, 'damping': 0.6237748232425794, 'mix': 0.3424294815046603}",train
piano,ebd70b66-b4af-51e5-f788-6b7a9a586240,./Medley-solos-DB/Medley-solos-DB_test-4_ebd70b66-b4af-51e5-f788-6b7a9a586240.wav,train,reverb\reverb_ebd70b66-b4af-51e5-f788-6b7a9a586240.wav,reverb,0.4757,room_size:low,"{'room_size': 0.4204701332262242, 'damping': 0.570048471368849, 'mix': 0.4756731467621603}",train
female singer,f985b933-62af-5dc9-fdce-043851ab12d9,./Medley-solos-DB/Medley-solos-DB_validation-2_f985b933-62af-5dc9-fdce-043851ab12d9.wav,train,reverb\reverb_f985b933-62af-5dc9-fdce-043851ab12d9.wav,reverb,0.4483,room_size:mid,"{'room_size': 0.5568579042555958, 'damping': 0.5051058460548288, 'mix': 0.44834328210394697}",train
piano,2b96365d-5ff6-5f54-f8d5-1503398780a4,./Medley-solos-DB/Medley-solos-DB_training-4_2b96365d-5ff6-5f54-f8d5-1503398780a4.wav,train,reverb\reverb_2b96365d-5ff6-5f54-f8d5-1503398780a4.wav,reverb,0.4140,room_size:high,"{'room_size': 0.7596703964979193, 'damping': 0.5848880390078255, 'mix': 0.4139867637283053}",train
flute,b3089261-c182-5724-fc56-e2224bc387d1,./Medley-solos-DB/Medley-solos-DB_test-3_b3089261-c182-5724-fc56-e2224bc387d1.wav,train,reverb\reverb_b3089261-c182-5724-fc56-e2224bc387d1.wav,reverb,0.4731,room_size:low,"{'room_size': 0.36569226452071624, 'damping': 0.621191987263412, 'mix': 0.4731145078642056}",train
violin,89b141c1-4e09-5fe9-f84f-e7452312d1e4,./Medley-solos-DB/Medley-solos-DB_test-7_89b141c1-4e09-5fe9-f84f-e7452312d1e4.wav,train,reverb\reverb_89b141c1-4e09-5fe9-f84f-e7452312d1e4.wav,reverb,0.3409,room_size:mid,"{'room_size': 0.61971461537275, 'damping': 0.3799587431482188, 'mix': 0.3408794734162858}",train
flute,b6f331f4-4a91-5213-f2e2-a6da959d11db,./Medley-solos-DB/Medley-solos-DB_test-3_b6f331f4-4a91-5213-f2e2-a6da959d11db.wav,train,reverb\reverb_b6f331f4-4a91-5213-f2e2-a6da959d11db.wav,reverb,0.4958,room_size:high,"{'room_size': 0.7615400547661478, 'damping': 0.3569420283745839, 'mix': 0.4958449267414559}",train
violin,d6e8129f-9efd-513b-f2a0-27fdca43b1c0,./Medley-solos-DB/Medley-solos-DB_validation-7_d6e8129f-9efd-513b-f2a0-27fdca43b1c0.wav,train,reverb\reverb_d6e8129f-9efd-513b-f2a0-27fdca43b1c0.wav,reverb,0.4775,room_size:low,"{'room_size': 0.4065717020533521, 'damping': 0.5657937601072471, 'mix': 0.47751421769760866}",train
piano,197d97e1-24a6-5302-fc79-c842089021b8,./Medley-solos-DB/Medley-solos-DB_test-4_197d97e1-24a6-5302-fc79-c842089021b8.wav,train,reverb\reverb_197d97e1-24a6-5302-fc79-c842089021b8.wav,reverb,0.4217,room_size:mid,"{'room_size': 0.5591944832225123, 'damping': 0.4457397465798998, 'mix': 0.4217482257796493}",train
violin,0d26cb88-a2e6-5bbf-f637-2aa7e938d3c8,./Medley-solos-DB/Medley-solos-DB_training-7_0d26cb88-a2e6-5bbf-f637-2aa7e938d3c8.wav,train,reverb\reverb_0d26cb88-a2e6-5bbf-f637-2aa7e938d3c8.wav,reverb,0.4204,room_size:high,"{'room_size': 0.7371484060622077, 'damping': 0.47274199328743916, 'mix': 0.4203549511735417}",train
violin,65595bf8-8b79-5662-fde5-40d428096e2f,./Medley-solos-DB/Medley-solos-DB_test-7_65595bf8-8b79-5662-fde5-40d428096e2f.wav,train,reverb\reverb_65595bf8-8b79-5662-fde5-40d428096e2f.wav,reverb,0.3393,room_size:low,"{'room_size': 0.4903072054349742, 'damping': 0.49029207698797894, 'mix': 0.3393484361501263}",train
tenor saxophone,fcf8ad24-4003-5182-f0c3-cee4a3f479f9,./Medley-solos-DB/Medley-solos-DB_test-5_fcf8ad24-4003-5182-f0c3-cee4a3f479f9.wav,train,reverb\reverb_fcf8ad24-4003-5182-f0c3-cee4a3f479f9.wav,reverb,0.3262,room_size:mid,"{'room_size': 0.5565808974324506, 'damping': 0.4682320947779356, 'mix': 0.32622173860524395}",train
violin,259caaf4-a323-5274-fec5-14003f8bdb68,./Medley-solos-DB/Medley-solos-DB_training-7_259caaf4-a323-5274-fec5-14003f8bdb68.wav,train,reverb\reverb_259caaf4-a323-5274-fec5-14003f8bdb68.wav,reverb,0.3679,room_size:high,"{'room_size': 0.6744307250831832, 'damping': 0.5553686220181032, 'mix': 0.36789555084178055}",train
violin,4bf15e30-f24f-5556-fec3-34e8897e2046,./Medley-solos-DB/Medley-solos-DB_test-7_4bf15e30-f24f-5556-fec3-34e8897e2046.wav,train,reverb\reverb_4bf15e30-f24f-5556-fec3-34e8897e2046.wav,reverb,0.3198,room_size:low,"{'room_size': 0.49323475877837114, 'damping': 0.4230790236075822, 'mix': 0.31978490102096446}",train
piano,1af4cda6-3e38-549e-f517-3089a17cf052,./Medley-solos-DB/Medley-solos-DB_test-4_1af4cda6-3e38-549e-f517-3089a17cf052.wav,train,reverb\reverb_1af4cda6-3e38-549e-f517-3089a17cf052.wav,reverb,0.3556,room_size:mid,"{'room_size': 0.6130256844500387, 'damping': 0.614310815575361, 'mix': 0.3556226713742976}",train
flute,0dbfd2ae-cf4e-57e1-f8d7-5c94e8b7daf2,./Medley-solos-DB/Medley-solos-DB_test-3_0dbfd2ae-cf4e-57e1-f8d7-5c94e8b7daf2.wav,train,reverb\reverb_0dbfd2ae-cf4e-57e1-f8d7-5c94e8b7daf2.wav,reverb,0.4044,room_size:high,"{'room_size': 0.6803132152468218, 'damping': 0.40572984046132615, 'mix': 0.40440246027330246}",train
violin,912e2524-0556-5b7b-f4dc-cf5909941a61,./Medley-solos-DB/Medley-solos-DB_test-7_912e2524-0556-5b7b-f4dc-cf5909941a61.wav,train,reverb\reverb_912e2524-0556-5b7b-f4dc-cf5909941a61.wav,reverb,0.3090,room_size:low,"{'room_size': 0.4202624961870156, 'damping': 0.42783195195636026, 'mix': 0.3090346233978853}",train
clarinet,7f4838cc-aefa-595c-f52f-9d9233eccc1f,./Medley-solos-DB/Medley-solos-DB_test-0_7f4838cc-aefa-595c-f52f-9d9233eccc1f.wav,train,reverb\reverb_7f4838cc-aefa-595c-f52f-9d9233eccc1f.wav,reverb,0.4305,room_size:mid,"{'room_size': 0.5722237010489422, 'damping': 0.6377997042906826, 'mix': 0.43050384015053267}",train
flute,bede4e45-7190-5998-fcdb-6d62227e8ce4,./Medley-solos-DB/Medley-solos-DB_training-3_bede4e45-7190-5998-fcdb-6d62227e8ce4.wav,train,reverb\reverb_bede4e45-7190-5998-fcdb-6d62227e8ce4.wav,reverb,0.3505,room_size:high,"{'room_size': 0.7243259834942928, 'damping': 0.3832076222088848, 'mix': 0.35048725810991743}",train
piano,47da2944-8705-5414-f233-3b5116bdb6a7,./Medley-solos-DB/Medley-solos-DB_validation-4_47da2944-8705-5414-f233-3b5116bdb6a7.wav,train,reverb\reverb_47da2944-8705-5414-f233-3b5116bdb6a7.wav,reverb,0.4753,room_size:low,"{'room_size': 0.3942160924361814, 'damping': 0.5794410657821703, 'mix': 0.47534215945292385}",train
piano,57e34ca8-fab5-5eac-f5f1-1cce19710d87,./Medley-solos-DB/Medley-solos-DB_validation-4_57e34ca8-fab5-5eac-f5f1-1cce19710d87.wav,train,reverb\reverb_57e34ca8-fab5-5eac-f5f1-1cce19710d87.wav,reverb,0.4965,room_size:mid,"{'room_size': 0.6352462780349658, 'damping': 0.6453705824752263, 'mix': 0.4964733366209065}",train
flute,b562343a-efc6-5663-fec1-1571b7acf1b6,./Medley-solos-DB/Medley-solos-DB_test-3_b562343a-efc6-5663-fec1-1571b7acf1b6.wav,train,reverb\reverb_b562343a-efc6-5663-fec1-1571b7acf1b6.wav,reverb,0.3276,room_size:high,"{'room_size': 0.7929498699151972, 'damping': 0.3715466421508653, 'mix': 0.327558707185561}",train
female singer,5439ce4a-d3d1-5c6f-f17e-e1416234e3b0,./Medley-solos-DB/Medley-solos-DB_test-2_5439ce4a-d3d1-5c6f-f17e-e1416234e3b0.wav,train,reverb\reverb_5439ce4a-d3d1-5c6f-f17e-e1416234e3b0.wav,reverb,0.3194,room_size:low,"{'room_size': 0.39566997897140493, 'damping': 0.5158694762193384, 'mix': 0.31939557774109584}",train
violin,1584c325-92ac-561f-f9f7-a3d5600f3228,./Medley-solos-DB/Medley-solos-DB_test-7_1584c325-92ac-561f-f9f7-a3d5600f3228.wav,train,reverb\reverb_1584c325-92ac-561f-f9f7-a3d5600f3228.wav,reverb,0.4085,room_size:mid,"{'room_size': 0.6268695436703213, 'damping': 0.5350268537231927, 'mix': 0.408472880460441}",train
violin,5b4e88b9-457e-5e9a-f83e-75f857beb065,./Medley-solos-DB/Medley-solos-DB_training-7_5b4e88b9-457e-5e9a-f83e-75f857beb065.wav,train,reverb\reverb_5b4e88b9-457e-5e9a-f83e-75f857beb065.wav,reverb,0.3321,room_size:high,"{'room_size': 0.6747966985050937, 'damping': 0.42597664232005916, 'mix': 0.3320624049964516}",train
piano,ba09281c-f549-5382-f357-c499ac8b04e8,./Medley-solos-DB/Medley-solos-DB_training-4_ba09281c-f549-5382-f357-c499ac8b04e8.wav,train,reverb\reverb_ba09281c-f549-5382-f357-c499ac8b04e8.wav,reverb,0.4470,room_size:low,"{'room_size': 0.4777899736692198, 'damping': 0.5252683580183655, 'mix': 0.44702588550392663}",train
violin,4d95fd83-f183-5340-fcc8-ce0fbbecf34d,./Medley-solos-DB/Medley-solos-DB_test-7_4d95fd83-f183-5340-fcc8-ce0fbbecf34d.wav,train,reverb\reverb_4d95fd83-f183-5340-fcc8-ce0fbbecf34d.wav,reverb,0.3810,room_size:mid,"{'room_size': 0.5444049294365039, 'damping': 0.46137579112648314, 'mix': 0.3809709928853068}",train
piano,0c2221e7-f91f-52d9-f551-64a5afa9748a,./Medley-solos-DB/Medley-solos-DB_test-4_0c2221e7-f91f-52d9-f551-64a5afa9748a.wav,train,reverb\reverb_0c2221e7-f91f-52d9-f551-64a5afa9748a.wav,reverb,0.3414,room_size:high,"{'room_size': 0.7640022457616052, 'damping': 0.5817058963023705, 'mix': 0.34136270550280634}",train
violin,3320e008-96b3-5f7a-f2de-de57060d03d8,./Medley-solos-DB/Medley-solos-DB_validation-7_3320e008-96b3-5f7a-f2de-de57060d03d8.wav,train,reverb\reverb_3320e008-96b3-5f7a-f2de-de57060d03d8.wav,reverb,0.4792,room_size:low,"{'room_size': 0.49123082851071487, 'damping': 0.3861966012331059, 'mix': 0.4792244164847261}",train
clarinet,bd674571-f9ed-519c-f4c9-7721647f4226,./Medley-solos-DB/Medley-solos-DB_training-0_bd674571-f9ed-519c-f4c9-7721647f4226.wav,train,reverb\reverb_bd674571-f9ed-519c-f4c9-7721647f4226.wav,reverb,0.4693,room_size:mid,"{'room_size': 0.5150593468474713, 'damping': 0.42936194334539335, 'mix': 0.4692957072135914}",train
piano,d1b33ac6-ac56-51c8-fa9e-62044c5c165c,./Medley-solos-DB/Medley-solos-DB_training-4_d1b33ac6-ac56-51c8-fa9e-62044c5c165c.wav,train,reverb\reverb_d1b33ac6-ac56-51c8-fa9e-62044c5c165c.wav,reverb,0.3900,room_size:high,"{'room_size': 0.6769238108519131, 'damping': 0.47407037939299096, 'mix': 0.3899718599888252}",train
clarinet,0e5669a9-9f3c-5fa3-fc80-44dc905d16f2,./Medley-solos-DB/Medley-solos-DB_test-0_0e5669a9-9f3c-5fa3-fc80-44dc905d16f2.wav,train,reverb\reverb_0e5669a9-9f3c-5fa3-fc80-44dc905d16f2.wav,reverb,0.4703,room_size:low,"{'room_size': 0.38678884595348145, 'damping': 0.5630735604007959, 'mix': 0.4702669298804408}",train
piano,f42f30a3-5cbe-50db-f53d-bc7f25ec7bb4,./Medley-solos-DB/Medley-solos-DB_test-4_f42f30a3-5cbe-50db-f53d-bc7f25ec7bb4.wav,train,reverb\reverb_f42f30a3-5cbe-50db-f53d-bc7f25ec7bb4.wav,reverb,0.4062,room_size:mid,"{'room_size': 0.6311862709783358, 'damping': 0.4517966437209683, 'mix': 0.4061700788575629}",train
violin,69f158a9-a4dd-5db9-f7dc-f78b72c98cb3,./Medley-solos-DB/Medley-solos-DB_test-7_69f158a9-a4dd-5db9-f7dc-f78b72c98cb3.wav,train,reverb\reverb_69f158a9-a4dd-5db9-f7dc-f78b72c98cb3.wav,reverb,0.3323,room_size:high,"{'room_size': 0.6872609605798478, 'damping': 0.42343895046504365, 'mix': 0.3322508125703848}",train
female singer,6ffd11ad-601a-58a6-f11d-d96a7f029d4e,./Medley-solos-DB/Medley-solos-DB_test-2_6ffd11ad-601a-58a6-f11d-d96a7f029d4e.wav,train,reverb\reverb_6ffd11ad-601a-58a6-f11d-d96a7f029d4e.wav,reverb,0.4555,room_size:low,"{'room_size': 0.4910028516211272, 'damping': 0.616396648581674, 'mix': 0.45547174266553847}",train
violin,c6a6a3ca-f6e4-5a6f-ff91-9c40b6ba3540,./Medley-solos-DB/Medley-solos-DB_training-7_c6a6a3ca-f6e4-5a6f-ff91-9c40b6ba3540.wav,train,reverb\reverb_c6a6a3ca-f6e4-5a6f-ff91-9c40b6ba3540.wav,reverb,0.4059,room_size:mid,"{'room_size': 0.5776492281931593, 'damping': 0.4971823746535616, 'mix': 0.4059491332364996}",train
flute,623fdc28-7a38-5240-f12d-4b5cb3aed425,./Medley-solos-DB/Medley-solos-DB_test-3_623fdc28-7a38-5240-f12d-4b5cb3aed425.wav,train,reverb\reverb_623fdc28-7a38-5240-f12d-4b5cb3aed425.wav,reverb,0.3264,room_size:high,"{'room_size': 0.7304852020365634, 'damping': 0.4803689254093071, 'mix': 0.3263509665784135}",train
violin,51d0c189-816f-5377-ffa3-b71f480c4516,./Medley-solos-DB/Medley-solos-DB_validation-7_51d0c189-816f-5377-ffa3-b71f480c4516.wav,train,reverb\reverb_51d0c189-816f-5377-ffa3-b71f480c4516.wav,reverb,0.3964,room_size:low,"{'room_size': 0.3688495779302804, 'damping': 0.6356749147537051, 'mix': 0.39640615191727013}",train
female singer,ab1b0777-470e-5047-f2d5-5dc4b415b551,./Medley-solos-DB/Medley-solos-DB_training-2_ab1b0777-470e-5047-f2d5-5dc4b415b551.wav,train,reverb\reverb_ab1b0777-470e-5047-f2d5-5dc4b415b551.wav,reverb,0.4109,room_size:mid,"{'room_size': 0.6429808287357783, 'damping': 0.399073063313033, 'mix': 0.4108833104079867}",train
piano,1637e64c-d4df-550c-f603-ec1cd8c67de4,./Medley-solos-DB/Medley-solos-DB_validation-4_1637e64c-d4df-550c-f603-ec1cd8c67de4.wav,train,reverb\reverb_1637e64c-d4df-550c-f603-ec1cd8c67de4.wav,reverb,0.3060,room_size:high,"{'room_size': 0.681157588002731, 'damping': 0.42595538183798043, 'mix': 0.30601091575223577}",train
piano,67660265-16a4-50eb-f762-133e8d69eb43,./Medley-solos-DB/Medley-solos-DB_test-4_67660265-16a4-50eb-f762-133e8d69eb43.wav,train,reverb\reverb_67660265-16a4-50eb-f762-133e8d69eb43.wav,reverb,0.3643,room_size:low,"{'room_size': 0.3678429966110317, 'damping': 0.6250545222887587, 'mix': 0.36430659829646633}",train
piano,bb4f1856-a323-535c-fec2-5b291d5a1343,./Medley-solos-DB/Medley-solos-DB_training-4_bb4f1856-a323-535c-fec2-5b291d5a1343.wav,train,reverb\reverb_bb4f1856-a323-535c-fec2-5b291d5a1343.wav,reverb,0.3801,room_size:mid,"{'room_size': 0.5912193817871887, 'damping': 0.4895042395967819, 'mix': 0.38009024904905564}",train
violin,ed5052e0-a5a2-57f1-f982-c79b15bbf0ac,./Medley-solos-DB/Medley-solos-DB_test-7_ed5052e0-a5a2-57f1-f982-c79b15bbf0ac.wav,train,reverb\reverb_ed5052e0-a5a2-57f1-f982-c79b15bbf0ac.wav,reverb,0.4977,room_size:high,"{'room_size': 0.7297829137019103, 'damping': 0.4061716833846024, 'mix': 0.4977207797039153}",train
