instrument,uuid4,file_path,test_train_val,new_file_path,effect_applied,wet_dry,parameter,parameter_value,split,rms_energy_mean,rms_energy_std,spectral_flatness_mean,spectral_flatness_std,effect,label,true_label,pred_label,is_wrong,wet_audio_rel_path,wet_exists,file_name,wet_parent_folder,dry_exists,intensity
piano,979d50f1-2210-5353-f3c4-7910edd05467,./Medley-solos-DB/Medley-solos-DB_training-4_979d50f1-2210-5353-f3c4-7910edd05467.wav,test,reverb/reverb_979d50f1-2210-5353-f3c4-7910edd05467.wav,reverb,0.4415,room_size:low,"{'room_size': 0.40280167743412554, 'damping': 0.6189101365328739, 'mix': 0.4415100073616437}",test,0.007252188,0.001426063,0.000162649,0.00040658,reverb,4,reverb,reverb,FALSE,reverb/reverb_979d50f1-2210-5353-f3c4-7910edd05467.wav,TRUE,reverb_979d50f1-2210-5353-f3c4-7910edd05467.wav,reverb,FALSE,low
flute,3d8ec54c-3e25-575c-f194-cfa09b007409,./Medley-solos-DB/Medley-solos-DB_test-3_3d8ec54c-3e25-575c-f194-cfa09b007409.wav,test,reverb/reverb_3d8ec54c-3e25-575c-f194-cfa09b007409.wav,reverb,0.3828,room_size:mid,"{'room_size': 0.508914534726959, 'damping': 0.6186404331527944, 'mix': 0.38277977890720716}",test,0.005074015,0.001368036,2.75E-05,4.17E-05,reverb,4,reverb,reverb,FALSE,reverb/reverb_3d8ec54c-3e25-575c-f194-cfa09b007409.wav,TRUE,reverb_3d8ec54c-3e25-575c-f194-cfa09b007409.wav,reverb,FALSE,mid
tenor saxophone,41ffd18c-e294-5475-f946-6f116448860b,./Medley-solos-DB/Medley-solos-DB_test-5_41ffd18c-e294-5475-f946-6f116448860b.wav,test,reverb/reverb_41ffd18c-e294-5475-f946-6f116448860b.wav,reverb,0.4436,room_size:high,"{'room_size': 0.6947341173476148, 'damping': 0.5518346064688597, 'mix': 0.44359478424654564}",test,0.118934229,0.026175722,0.004019155,0.003098589,reverb,4,reverb,reverb,FALSE,reverb/reverb_41ffd18c-e294-5475-f946-6f116448860b.wav,TRUE,reverb_41ffd18c-e294-5475-f946-6f116448860b.wav,reverb,FALSE,high
clarinet,c70efd80-0efc-5c0a-fd81-0c61ba270376,./Medley-solos-DB/Medley-solos-DB_test-0_c70efd80-0efc-5c0a-fd81-0c61ba270376.wav,test,reverb/reverb_c70efd80-0efc-5c0a-fd81-0c61ba270376.wav,reverb,0.3313,room_size:low,"{'room_size': 0.3954876165306291, 'damping': 0.45549696379911364, 'mix': 0.3312661019013381}",test,0.011947328,0.012472488,0.000168475,0.000598869,reverb,4,reverb,chorus,TRUE,reverb/reverb_c70efd80-0efc-5c0a-fd81-0c61ba270376.wav,TRUE,reverb_c70efd80-0efc-5c0a-fd81-0c61ba270376.wav,reverb,FALSE,low
piano,ce40ebb0-a302-5d88-f50e-fc802044ffa7,./Medley-solos-DB/Medley-solos-DB_test-4_ce40ebb0-a302-5d88-f50e-fc802044ffa7.wav,test,reverb/reverb_ce40ebb0-a302-5d88-f50e-fc802044ffa7.wav,reverb,0.3833,room_size:mid,"{'room_size': 0.5890165347213762, 'damping': 0.6370727159994866, 'mix': 0.3833248924686787}",test,0.088021897,0.052060142,0.000143979,0.000311316,reverb,4,reverb,reverb,FALSE,reverb/reverb_ce40ebb0-a302-5d88-f50e-fc802044ffa7.wav,TRUE,reverb_ce40ebb0-a302-5d88-f50e-fc802044ffa7.wav,reverb,FALSE,mid
female singer,80c2fb9c-311c-57f5-fe9d-c21d74aad7b8,./Medley-solos-DB/Medley-solos-DB_test-2_80c2fb9c-311c-57f5-fe9d-c21d74aad7b8.wav,test,reverb/reverb_80c2fb9c-311c-57f5-fe9d-c21d74aad7b8.wav,reverb,0.4592,room_size:high,"{'room_size': 0.7994309272391652, 'damping': 0.40292438134875175, 'mix': 0.459219891808357}",test,0.01864822,0.011549492,0.013365267,0.027673434,reverb,4,reverb,reverb,FALSE,reverb/reverb_80c2fb9c-311c-57f5-fe9d-c21d74aad7b8.wav,TRUE,reverb_80c2fb9c-311c-57f5-fe9d-c21d74aad7b8.wav,reverb,FALSE,high
violin,1b4c6c99-dad9-5105-f476-bd5295093f0c,./Medley-solos-DB/Medley-solos-DB_test-7_1b4c6c99-dad9-5105-f476-bd5295093f0c.wav,test,reverb/reverb_1b4c6c99-dad9-5105-f476-bd5295093f0c.wav,reverb,0.3219,room_size:low,"{'room_size': 0.4892162380421385, 'damping': 0.5564163057989753, 'mix': 0.3218652578621731}",test,0.015696533,0.006067929,0.006251584,0.005748084,reverb,4,reverb,reverb,FALSE,reverb/reverb_1b4c6c99-dad9-5105-f476-bd5295093f0c.wav,TRUE,reverb_1b4c6c99-dad9-5105-f476-bd5295093f0c.wav,reverb,FALSE,low
violin,9590b29a-064b-552f-f082-d60ffc62eb3f,./Medley-solos-DB/Medley-solos-DB_training-7_9590b29a-064b-552f-f082-d60ffc62eb3f.wav,test,reverb/reverb_9590b29a-064b-552f-f082-d60ffc62eb3f.wav,reverb,0.4203,room_size:mid,"{'room_size': 0.5489812030757683, 'damping': 0.37569974395318745, 'mix': 0.42034962418316013}",test,0.011720071,0.010135856,0.380290866,0.485000342,reverb,4,reverb,reverb,FALSE,reverb/reverb_9590b29a-064b-552f-f082-d60ffc62eb3f.wav,TRUE,reverb_9590b29a-064b-552f-f082-d60ffc62eb3f.wav,reverb,FALSE,mid
piano,ec4a558a-d407-58a6-f506-ac2b3bb67335,./Medley-solos-DB/Medley-solos-DB_validation-4_ec4a558a-d407-58a6-f506-ac2b3bb67335.wav,test,reverb/reverb_ec4a558a-d407-58a6-f506-ac2b3bb67335.wav,reverb,0.3326,room_size:high,"{'room_size': 0.7997223213738397, 'damping': 0.4624263839705777, 'mix': 0.33258900850525225}",test,0.025640966,0.004721474,7.24E-05,0.000550271,reverb,4,reverb,dry,TRUE,reverb/reverb_ec4a558a-d407-58a6-f506-ac2b3bb67335.wav,TRUE,reverb_ec4a558a-d407-58a6-f506-ac2b3bb67335.wav,reverb,FALSE,high
violin,c0183ac2-cc64-5618-f039-27af2f0aec3c,./Medley-solos-DB/Medley-solos-DB_test-7_c0183ac2-cc64-5618-f039-27af2f0aec3c.wav,test,reverb/reverb_c0183ac2-cc64-5618-f039-27af2f0aec3c.wav,reverb,0.4138,room_size:low,"{'room_size': 0.39029602920005374, 'damping': 0.5212405907630566, 'mix': 0.41379235736685394}",test,0.035824258,0.007897204,0.00133455,0.001759866,reverb,4,reverb,reverb,FALSE,reverb/reverb_c0183ac2-cc64-5618-f039-27af2f0aec3c.wav,TRUE,reverb_c0183ac2-cc64-5618-f039-27af2f0aec3c.wav,reverb,FALSE,low
female singer,891ce5b1-e92b-5be4-f239-cb4ada4dac28,./Medley-solos-DB/Medley-solos-DB_test-2_891ce5b1-e92b-5be4-f239-cb4ada4dac28.wav,test,reverb/reverb_891ce5b1-e92b-5be4-f239-cb4ada4dac28.wav,reverb,0.3176,room_size:mid,"{'room_size': 0.534473124940446, 'damping': 0.5752114221613475, 'mix': 0.31760245829867206}",test,0.071228489,0.022503858,0.022532756,0.033175237,reverb,4,reverb,reverb,FALSE,reverb/reverb_891ce5b1-e92b-5be4-f239-cb4ada4dac28.wav,TRUE,reverb_891ce5b1-e92b-5be4-f239-cb4ada4dac28.wav,reverb,FALSE,mid
clarinet,a322f275-28ee-5f25-ffaf-b6dcc1c50c3a,./Medley-solos-DB/Medley-solos-DB_test-0_a322f275-28ee-5f25-ffaf-b6dcc1c50c3a.wav,test,reverb/reverb_a322f275-28ee-5f25-ffaf-b6dcc1c50c3a.wav,reverb,0.3254,room_size:high,"{'room_size': 0.7434560424146034, 'damping': 0.47770968468511454, 'mix': 0.32543500396864933}",test,0.015554755,0.013524354,0.000186903,0.000695283,reverb,4,reverb,reverb,FALSE,reverb/reverb_a322f275-28ee-5f25-ffaf-b6dcc1c50c3a.wav,TRUE,reverb_a322f275-28ee-5f25-ffaf-b6dcc1c50c3a.wav,reverb,FALSE,high
violin,a49e3c97-b432-5d25-fed3-639fa92b18f0,./Medley-solos-DB/Medley-solos-DB_training-7_a49e3c97-b432-5d25-fed3-639fa92b18f0.wav,test,reverb/reverb_a49e3c97-b432-5d25-fed3-639fa92b18f0.wav,reverb,0.388,room_size:low,"{'room_size': 0.4451577128143481, 'damping': 0.5519148254584789, 'mix': 0.38800405912623825}",test,0.002879254,0.000603824,0.001689014,0.001186396,reverb,4,reverb,dry,TRUE,reverb/reverb_a49e3c97-b432-5d25-fed3-639fa92b18f0.wav,TRUE,reverb_a49e3c97-b432-5d25-fed3-639fa92b18f0.wav,reverb,FALSE,low
violin,f6f58d64-98be-5c5f-fca5-8ec61c19679d,./Medley-solos-DB/Medley-solos-DB_training-7_f6f58d64-98be-5c5f-fca5-8ec61c19679d.wav,test,reverb/reverb_f6f58d64-98be-5c5f-fca5-8ec61c19679d.wav,reverb,0.3572,room_size:mid,"{'room_size': 0.6196989229198122, 'damping': 0.5027949753231457, 'mix': 0.35715089041970843}",test,0.004595069,0.004372165,0.002824419,0.003355273,reverb,4,reverb,reverb,FALSE,reverb/reverb_f6f58d64-98be-5c5f-fca5-8ec61c19679d.wav,TRUE,reverb_f6f58d64-98be-5c5f-fca5-8ec61c19679d.wav,reverb,FALSE,mid
violin,282915fd-65ec-5f77-f647-9f5b08e2f1d0,./Medley-solos-DB/Medley-solos-DB_training-7_282915fd-65ec-5f77-f647-9f5b08e2f1d0.wav,test,reverb/reverb_282915fd-65ec-5f77-f647-9f5b08e2f1d0.wav,reverb,0.3191,room_size:high,"{'room_size': 0.7930401916907236, 'damping': 0.6332132113249612, 'mix': 0.31912427894366896}",test,0.005457239,0.002356851,0.004441727,0.003716852,reverb,4,reverb,reverb,FALSE,reverb/reverb_282915fd-65ec-5f77-f647-9f5b08e2f1d0.wav,TRUE,reverb_282915fd-65ec-5f77-f647-9f5b08e2f1d0.wav,reverb,FALSE,high
piano,6f956d4d-a804-5e0a-f0d9-0bbb32497be6,./Medley-solos-DB/Medley-solos-DB_validation-4_6f956d4d-a804-5e0a-f0d9-0bbb32497be6.wav,test,reverb/reverb_6f956d4d-a804-5e0a-f0d9-0bbb32497be6.wav,reverb,0.3213,room_size:low,"{'room_size': 0.49191219238225753, 'damping': 0.582644714221495, 'mix': 0.3213288325114469}",test,0.006963466,0.008706907,0.000109439,0.000193222,reverb,4,reverb,reverb,FALSE,reverb/reverb_6f956d4d-a804-5e0a-f0d9-0bbb32497be6.wav,TRUE,reverb_6f956d4d-a804-5e0a-f0d9-0bbb32497be6.wav,reverb,FALSE,low
trumpet,fba27730-ade8-52e3-fbb6-d37896af0ec0,./Medley-solos-DB/Medley-solos-DB_test-6_fba27730-ade8-52e3-fbb6-d37896af0ec0.wav,test,reverb/reverb_fba27730-ade8-52e3-fbb6-d37896af0ec0.wav,reverb,0.4178,room_size:mid,"{'room_size': 0.5778987907778322, 'damping': 0.3604853930232797, 'mix': 0.41777141411217533}",test,0.019533161,0.008360388,0.000401307,0.001984029,reverb,4,reverb,reverb,FALSE,reverb/reverb_fba27730-ade8-52e3-fbb6-d37896af0ec0.wav,TRUE,reverb_fba27730-ade8-52e3-fbb6-d37896af0ec0.wav,reverb,FALSE,mid
piano,95a762ad-d9f5-5a5f-feea-a7a85a81dc62,./Medley-solos-DB/Medley-solos-DB_test-4_95a762ad-d9f5-5a5f-feea-a7a85a81dc62.wav,test,reverb/reverb_95a762ad-d9f5-5a5f-feea-a7a85a81dc62.wav,reverb,0.4017,room_size:high,"{'room_size': 0.7899781462802281, 'damping': 0.4604629212456374, 'mix': 0.4017250348102316}",test,0.011749568,0.00259482,8.92E-05,0.000654583,reverb,4,reverb,reverb,FALSE,reverb/reverb_95a762ad-d9f5-5a5f-feea-a7a85a81dc62.wav,TRUE,reverb_95a762ad-d9f5-5a5f-feea-a7a85a81dc62.wav,reverb,FALSE,high
violin,c7c9db11-15ac-5ad0-fa61-53daaa4de654,./Medley-solos-DB/Medley-solos-DB_validation-7_c7c9db11-15ac-5ad0-fa61-53daaa4de654.wav,test,reverb/reverb_c7c9db11-15ac-5ad0-fa61-53daaa4de654.wav,reverb,0.4605,room_size:low,"{'room_size': 0.38413404888540137, 'damping': 0.5122838719786678, 'mix': 0.4605149337486728}",test,0.002219159,0.000736096,0.001763626,0.001536175,reverb,4,reverb,reverb,FALSE,reverb/reverb_c7c9db11-15ac-5ad0-fa61-53daaa4de654.wav,TRUE,reverb_c7c9db11-15ac-5ad0-fa61-53daaa4de654.wav,reverb,FALSE,low
piano,4c818358-4bc4-5418-f4ea-a2744fdaf340,./Medley-solos-DB/Medley-solos-DB_test-4_4c818358-4bc4-5418-f4ea-a2744fdaf340.wav,test,reverb/reverb_4c818358-4bc4-5418-f4ea-a2744fdaf340.wav,reverb,0.3709,room_size:mid,"{'room_size': 0.5322887410905844, 'damping': 0.5160460285893551, 'mix': 0.37092865542358283}",test,0.084052846,0.0320412,0.000119503,0.000559235,reverb,4,reverb,reverb,FALSE,reverb/reverb_4c818358-4bc4-5418-f4ea-a2744fdaf340.wav,TRUE,reverb_4c818358-4bc4-5418-f4ea-a2744fdaf340.wav,reverb,FALSE,mid
piano,383b9423-b9f3-5e35-fd3e-8f9c7d25d83d,./Medley-solos-DB/Medley-solos-DB_training-4_383b9423-b9f3-5e35-fd3e-8f9c7d25d83d.wav,test,reverb/reverb_383b9423-b9f3-5e35-fd3e-8f9c7d25d83d.wav,reverb,0.4398,room_size:high,"{'room_size': 0.7621808117110637, 'damping': 0.5606115985871609, 'mix': 0.43975793122281703}",test,0.028213019,0.011057064,0.00020752,0.000372117,reverb,4,reverb,reverb,FALSE,reverb/reverb_383b9423-b9f3-5e35-fd3e-8f9c7d25d83d.wav,TRUE,reverb_383b9423-b9f3-5e35-fd3e-8f9c7d25d83d.wav,reverb,FALSE,high
tenor saxophone,1b9df29f-ee81-5be8-f64c-ba29c75a4bfd,./Medley-solos-DB/Medley-solos-DB_test-5_1b9df29f-ee81-5be8-f64c-ba29c75a4bfd.wav,test,reverb/reverb_1b9df29f-ee81-5be8-f64c-ba29c75a4bfd.wav,reverb,0.4302,room_size:low,"{'room_size': 0.4066704700586592, 'damping': 0.5297837908911435, 'mix': 0.4302170367372945}",test,0.065040343,0.035350189,0.000779084,0.001041375,reverb,4,reverb,reverb,FALSE,reverb/reverb_1b9df29f-ee81-5be8-f64c-ba29c75a4bfd.wav,TRUE,reverb_1b9df29f-ee81-5be8-f64c-ba29c75a4bfd.wav,reverb,FALSE,low
flute,5aaf2db9-5599-5dda-f814-d1c70b3c2b03,./Medley-solos-DB/Medley-solos-DB_validation-3_5aaf2db9-5599-5dda-f814-d1c70b3c2b03.wav,test,reverb/reverb_5aaf2db9-5599-5dda-f814-d1c70b3c2b03.wav,reverb,0.4734,room_size:mid,"{'room_size': 0.6021220958554594, 'damping': 0.5225769062112717, 'mix': 0.473360949364645}",test,0.018238831,0.006439971,0.002250059,0.012759641,reverb,4,reverb,reverb,FALSE,reverb/reverb_5aaf2db9-5599-5dda-f814-d1c70b3c2b03.wav,TRUE,reverb_5aaf2db9-5599-5dda-f814-d1c70b3c2b03.wav,reverb,FALSE,mid
violin,e14f1143-b299-563b-fd00-ed5a1d63eb59,./Medley-solos-DB/Medley-solos-DB_validation-7_e14f1143-b299-563b-fd00-ed5a1d63eb59.wav,test,reverb/reverb_e14f1143-b299-563b-fd00-ed5a1d63eb59.wav,reverb,0.4925,room_size:high,"{'room_size': 0.6873197868905004, 'damping': 0.36674203680841294, 'mix': 0.49250069077476}",test,0.00080787,0.000377506,0.001240825,0.000867471,reverb,4,reverb,reverb,FALSE,reverb/reverb_e14f1143-b299-563b-fd00-ed5a1d63eb59.wav,TRUE,reverb_e14f1143-b299-563b-fd00-ed5a1d63eb59.wav,reverb,FALSE,high
female singer,b05c9170-baaa-5896-f51f-453fd6364116,./Medley-solos-DB/Medley-solos-DB_test-2_b05c9170-baaa-5896-f51f-453fd6364116.wav,test,reverb/reverb_b05c9170-baaa-5896-f51f-453fd6364116.wav,reverb,0.4225,room_size:low,"{'room_size': 0.3591100589935803, 'damping': 0.6208866967375865, 'mix': 0.4224569873908447}",test,0.037029535,0.016529744,0.01150306,0.021980101,reverb,4,reverb,reverb,FALSE,reverb/reverb_b05c9170-baaa-5896-f51f-453fd6364116.wav,TRUE,reverb_b05c9170-baaa-5896-f51f-453fd6364116.wav,reverb,FALSE,low
piano,2d9f17f6-ccc5-5322-f9d4-cfedf96fc8b9,./Medley-solos-DB/Medley-solos-DB_test-4_2d9f17f6-ccc5-5322-f9d4-cfedf96fc8b9.wav,test,reverb/reverb_2d9f17f6-ccc5-5322-f9d4-cfedf96fc8b9.wav,reverb,0.4642,room_size:mid,"{'room_size': 0.6378110577971899, 'damping': 0.5194861791687917, 'mix': 0.46420174509856144}",test,0.028478744,0.011836721,9.68E-05,0.000555686,reverb,4,reverb,reverb,FALSE,reverb/reverb_2d9f17f6-ccc5-5322-f9d4-cfedf96fc8b9.wav,TRUE,reverb_2d9f17f6-ccc5-5322-f9d4-cfedf96fc8b9.wav,reverb,FALSE,mid
piano,6f3edd9d-eab3-56a7-f38b-ec01a180ceef,./Medley-solos-DB/Medley-solos-DB_validation-4_6f3edd9d-eab3-56a7-f38b-ec01a180ceef.wav,test,reverb/reverb_6f3edd9d-eab3-56a7-f38b-ec01a180ceef.wav,reverb,0.3727,room_size:high,"{'room_size': 0.7581935394851801, 'damping': 0.5075336400982012, 'mix': 0.3726647179907238}",test,0.002904158,0.001131256,5.21E-05,8.59E-05,reverb,4,reverb,reverb,FALSE,reverb/reverb_6f3edd9d-eab3-56a7-f38b-ec01a180ceef.wav,TRUE,reverb_6f3edd9d-eab3-56a7-f38b-ec01a180ceef.wav,reverb,FALSE,high
piano,e9acf4bf-e165-5804-f216-610363630db9,./Medley-solos-DB/Medley-solos-DB_test-4_e9acf4bf-e165-5804-f216-610363630db9.wav,test,reverb/reverb_e9acf4bf-e165-5804-f216-610363630db9.wav,reverb,0.4904,room_size:low,"{'room_size': 0.35042885310325134, 'damping': 0.4252715823708131, 'mix': 0.49035336169478866}",test,0.089986131,0.021757664,0.000372942,0.000648345,reverb,4,reverb,reverb,FALSE,reverb/reverb_e9acf4bf-e165-5804-f216-610363630db9.wav,TRUE,reverb_e9acf4bf-e165-5804-f216-610363630db9.wav,reverb,FALSE,low
piano,dcb1a3ff-a57a-5059-f024-6883a5bec3d4,./Medley-solos-DB/Medley-solos-DB_test-4_dcb1a3ff-a57a-5059-f024-6883a5bec3d4.wav,test,reverb/reverb_dcb1a3ff-a57a-5059-f024-6883a5bec3d4.wav,reverb,0.4017,room_size:mid,"{'room_size': 0.5413192771797487, 'damping': 0.5755557327986601, 'mix': 0.4016995229062672}",test,0.031278506,0.007476191,9.97E-05,0.000428331,reverb,4,reverb,reverb,FALSE,reverb/reverb_dcb1a3ff-a57a-5059-f024-6883a5bec3d4.wav,TRUE,reverb_dcb1a3ff-a57a-5059-f024-6883a5bec3d4.wav,reverb,FALSE,mid
violin,3904edc2-5ce9-5966-f4b1-51449f06852a,./Medley-solos-DB/Medley-solos-DB_training-7_3904edc2-5ce9-5966-f4b1-51449f06852a.wav,test,reverb/reverb_3904edc2-5ce9-5966-f4b1-51449f06852a.wav,reverb,0.3094,room_size:high,"{'room_size': 0.69627715769822, 'damping': 0.6473280346887141, 'mix': 0.3093948755049588}",test,0.008053141,0.004064352,0.002243564,0.002061693,reverb,4,reverb,reverb,FALSE,reverb/reverb_3904edc2-5ce9-5966-f4b1-51449f06852a.wav,TRUE,reverb_3904edc2-5ce9-5966-f4b1-51449f06852a.wav,reverb,FALSE,high
flute,27f1e205-3a83-51f0-fdd3-1a757436a5fa,./Medley-solos-DB/Medley-solos-DB_test-3_27f1e205-3a83-51f0-fdd3-1a757436a5fa.wav,test,reverb/reverb_27f1e205-3a83-51f0-fdd3-1a757436a5fa.wav,reverb,0.3153,room_size:low,"{'room_size': 0.43731156597110354, 'damping': 0.4884554648029134, 'mix': 0.3153052819404123}",test,0.001635446,0.000626299,0.000163109,0.000309688,reverb,4,reverb,reverb,FALSE,reverb/reverb_27f1e205-3a83-51f0-fdd3-1a757436a5fa.wav,TRUE,reverb_27f1e205-3a83-51f0-fdd3-1a757436a5fa.wav,reverb,FALSE,low
piano,d51014de-ccf0-5e86-f9d1-2d1a3b7669b2,./Medley-solos-DB/Medley-solos-DB_test-4_d51014de-ccf0-5e86-f9d1-2d1a3b7669b2.wav,test,reverb/reverb_d51014de-ccf0-5e86-f9d1-2d1a3b7669b2.wav,reverb,0.3217,room_size:mid,"{'room_size': 0.5321144308723033, 'damping': 0.5582725921033674, 'mix': 0.3216657259586867}",test,0.03101014,0.020626102,6.28E-05,0.000321246,reverb,4,reverb,dry,TRUE,reverb/reverb_d51014de-ccf0-5e86-f9d1-2d1a3b7669b2.wav,TRUE,reverb_d51014de-ccf0-5e86-f9d1-2d1a3b7669b2.wav,reverb,FALSE,mid
violin,a2aad01e-5273-5ff6-f2f4-e58b1c09fa42,./Medley-solos-DB/Medley-solos-DB_test-7_a2aad01e-5273-5ff6-f2f4-e58b1c09fa42.wav,test,reverb/reverb_a2aad01e-5273-5ff6-f2f4-e58b1c09fa42.wav,reverb,0.3202,room_size:high,"{'room_size': 0.7701537665824569, 'damping': 0.537518298185634, 'mix': 0.32017151897672136}",test,0.008913254,0.004923648,0.001311659,0.000954874,reverb,4,reverb,delay,TRUE,reverb/reverb_a2aad01e-5273-5ff6-f2f4-e58b1c09fa42.wav,TRUE,reverb_a2aad01e-5273-5ff6-f2f4-e58b1c09fa42.wav,reverb,FALSE,high
flute,cab79bf0-ddaf-5122-fc9b-9271f5f8a9d1,./Medley-solos-DB/Medley-solos-DB_test-3_cab79bf0-ddaf-5122-fc9b-9271f5f8a9d1.wav,test,reverb/reverb_cab79bf0-ddaf-5122-fc9b-9271f5f8a9d1.wav,reverb,0.4595,room_size:low,"{'room_size': 0.3930221943144871, 'damping': 0.3911533587040593, 'mix': 0.4595202591115534}",test,0.036816463,0.039083727,0.000315111,0.000336653,reverb,4,reverb,reverb,FALSE,reverb/reverb_cab79bf0-ddaf-5122-fc9b-9271f5f8a9d1.wav,TRUE,reverb_cab79bf0-ddaf-5122-fc9b-9271f5f8a9d1.wav,reverb,FALSE,low
piano,244a9d58-bc67-57a3-f9dd-52d8293877c1,./Medley-solos-DB/Medley-solos-DB_test-4_244a9d58-bc67-57a3-f9dd-52d8293877c1.wav,test,reverb/reverb_244a9d58-bc67-57a3-f9dd-52d8293877c1.wav,reverb,0.4086,room_size:mid,"{'room_size': 0.5799439437688501, 'damping': 0.3508489810149759, 'mix': 0.4085807294456305}",test,0.093967289,0.027421612,0.000134534,0.00015762,reverb,4,reverb,reverb,FALSE,reverb/reverb_244a9d58-bc67-57a3-f9dd-52d8293877c1.wav,TRUE,reverb_244a9d58-bc67-57a3-f9dd-52d8293877c1.wav,reverb,FALSE,mid
trumpet,e7720749-5673-512b-fcd9-331fc7e6d925,./Medley-solos-DB/Medley-solos-DB_training-6_e7720749-5673-512b-fcd9-331fc7e6d925.wav,test,reverb/reverb_e7720749-5673-512b-fcd9-331fc7e6d925.wav,reverb,0.307,room_size:high,"{'room_size': 0.7224205526397427, 'damping': 0.5429229208977515, 'mix': 0.3069688110973992}",test,0.027300846,0.025818663,0.354619145,0.472453922,reverb,4,reverb,reverb,FALSE,reverb/reverb_e7720749-5673-512b-fcd9-331fc7e6d925.wav,TRUE,reverb_e7720749-5673-512b-fcd9-331fc7e6d925.wav,reverb,FALSE,high
trumpet,ac76dea2-449e-5c3d-f06f-fa9df35f35f4,./Medley-solos-DB/Medley-solos-DB_test-6_ac76dea2-449e-5c3d-f06f-fa9df35f35f4.wav,test,reverb/reverb_ac76dea2-449e-5c3d-f06f-fa9df35f35f4.wav,reverb,0.4377,room_size:low,"{'room_size': 0.3553138687899571, 'damping': 0.454810431528607, 'mix': 0.43770761923229745}",test,0.125684828,0.049240697,0.000192022,0.000356343,reverb,4,reverb,reverb,FALSE,reverb/reverb_ac76dea2-449e-5c3d-f06f-fa9df35f35f4.wav,TRUE,reverb_ac76dea2-449e-5c3d-f06f-fa9df35f35f4.wav,reverb,FALSE,low
female singer,a2b8ebd8-3be6-5a37-f504-226f12edd6d7,./Medley-solos-DB/Medley-solos-DB_test-2_a2b8ebd8-3be6-5a37-f504-226f12edd6d7.wav,test,reverb/reverb_a2b8ebd8-3be6-5a37-f504-226f12edd6d7.wav,reverb,0.3432,room_size:mid,"{'room_size': 0.5999837138883044, 'damping': 0.4334790737630764, 'mix': 0.3432135089125792}",test,0.002232739,0.001890936,0.032602217,0.057103708,reverb,4,reverb,reverb,FALSE,reverb/reverb_a2b8ebd8-3be6-5a37-f504-226f12edd6d7.wav,TRUE,reverb_a2b8ebd8-3be6-5a37-f504-226f12edd6d7.wav,reverb,FALSE,mid
flute,0e6ff572-f296-5992-fe9e-de26a93e7fed,./Medley-solos-DB/Medley-solos-DB_test-3_0e6ff572-f296-5992-fe9e-de26a93e7fed.wav,test,reverb/reverb_0e6ff572-f296-5992-fe9e-de26a93e7fed.wav,reverb,0.4114,room_size:high,"{'room_size': 0.7524688396071595, 'damping': 0.3581338208401408, 'mix': 0.41135666633889095}",test,0.009041278,0.00321801,0.000344742,0.000564317,reverb,4,reverb,reverb,FALSE,reverb/reverb_0e6ff572-f296-5992-fe9e-de26a93e7fed.wav,TRUE,reverb_0e6ff572-f296-5992-fe9e-de26a93e7fed.wav,reverb,FALSE,high
flute,d8904fc0-b23c-5a14-f8f5-892ee22bf998,./Medley-solos-DB/Medley-solos-DB_test-3_d8904fc0-b23c-5a14-f8f5-892ee22bf998.wav,test,reverb/reverb_d8904fc0-b23c-5a14-f8f5-892ee22bf998.wav,reverb,0.4041,room_size:low,"{'room_size': 0.41361479630661907, 'damping': 0.421726045380563, 'mix': 0.40405961786649297}",test,0.012513423,0.00474146,0.001179721,0.002136829,reverb,4,reverb,dry,TRUE,reverb/reverb_d8904fc0-b23c-5a14-f8f5-892ee22bf998.wav,TRUE,reverb_d8904fc0-b23c-5a14-f8f5-892ee22bf998.wav,reverb,FALSE,low
flute,0cf918ee-1ce9-57a4-f8ca-0d6d79c90b5e,./Medley-solos-DB/Medley-solos-DB_test-3_0cf918ee-1ce9-57a4-f8ca-0d6d79c90b5e.wav,test,reverb/reverb_0cf918ee-1ce9-57a4-f8ca-0d6d79c90b5e.wav,reverb,0.3298,room_size:mid,"{'room_size': 0.5325751484934205, 'damping': 0.5192964816647727, 'mix': 0.3297947672452687}",test,0.002890959,0.001880965,0.000148754,0.000217503,reverb,4,reverb,reverb,FALSE,reverb/reverb_0cf918ee-1ce9-57a4-f8ca-0d6d79c90b5e.wav,TRUE,reverb_0cf918ee-1ce9-57a4-f8ca-0d6d79c90b5e.wav,reverb,FALSE,mid
flute,f9225b68-2865-5d07-fdd0-86b68913deff,./Medley-solos-DB/Medley-solos-DB_test-3_f9225b68-2865-5d07-fdd0-86b68913deff.wav,test,reverb/reverb_f9225b68-2865-5d07-fdd0-86b68913deff.wav,reverb,0.3063,room_size:high,"{'room_size': 0.7108539368137035, 'damping': 0.5031279005914416, 'mix': 0.30634020560876546}",test,0.032072008,0.01662256,0.001108214,0.001338908,reverb,4,reverb,reverb,FALSE,reverb/reverb_f9225b68-2865-5d07-fdd0-86b68913deff.wav,TRUE,reverb_f9225b68-2865-5d07-fdd0-86b68913deff.wav,reverb,FALSE,high
